ingredient_id,recipe_id,ingredient_name,quantity,unit
205,33,Soy Sauce,2,tbsp
206,33,Cheese,534,g
207,33,Potato,5,pieces
208,33,Salt,2,tsp
209,33,Garlic,2,cloves
210,34,Chili Powder,1,tsp
211,34,Pasta,107,g
212,34,Tomato,7,pieces
213,34,Beef,77,g
214,35,Egg,2,pieces
215,35,Potato,4,pieces
216,35,Soy Sauce,4,tbsp
217,35,Rice,93,g
218,36,Onion,2,pieces
219,36,Potato,5,pieces
220,36,Olive Oil,1,tbsp
221,36,Salt,2,tsp
222,36,Butter,469,g
223,37,Garlic,2,cloves
224,37,Onion,10,pieces
225,37,Potato,6,pieces
226,37,Pasta,144,g
227,37,Egg,6,pieces
228,37,Olive Oil,5,tbsp
229,37,Rice,689,g
230,37,Chicken,462,g
231,38,Milk,270,ml
232,38,Garlic,1,cloves
233,38,Chili Powder,3,tsp
234,38,Carrot,7,pieces
235,39,Chicken,358,g
236,39,Mushroom,402,g
237,39,Salt,3,tsp
238,39,Potato,7,pieces
239,39,Chili Powder,3,tsp
240,39,Tomato,2,pieces
241,39,Onion,6,pieces
242,40,Egg,3,pieces
243,40,Pepper,3,tsp
244,40,Mushroom,761,g
245,40,Tomato,6,pieces
246,40,Carrot,2,pieces
247,40,Soy Sauce,1,tbsp
248,40,Milk,319,ml
249,41,Pasta,584,g
250,41,Chicken,116,g
251,41,Garlic,1,cloves
252,41,Milk,472,ml
253,41,Olive Oil,5,tbsp
254,41,Onion,6,pieces
255,41,Cream,163,ml
256,41,Beef,741,g
257,42,Mushroom,649,g
258,42,Soy Sauce,3,tbsp
259,42,Chicken,241,g
260,42,Pasta,380,g
261,43,Potato,10,pieces
262,43,Carrot,1,pieces
263,43,Milk,478,ml
264,43,Tomato,3,pieces
265,43,Rice,334,g
266,43,Onion,5,pieces
267,43,Cream,185,ml
268,44,Mushroom,110,g
269,44,Chicken,531,g
270,44,Tomato,3,pieces
271,44,Pepper,3,tsp
272,44,Cream,114,ml
273,44,Potato,2,pieces
274,44,Pasta,606,g
275,44,Milk,446,ml
276,45,Milk,276,ml
277,45,Olive Oil,4,tbsp
278,45,Pepper,3,tsp
279,45,Cheese,574,g
280,45,Onion,5,pieces
281,45,Tomato,5,pieces
282,46,Butter,80,g
283,46,Carrot,1,pieces
284,46,Chicken,367,g
285,46,Onion,10,pieces
286,46,Tomato,5,pieces
287,46,Chili Powder,1,tsp
288,47,Mushroom,498,g
289,47,Rice,115,g
290,47,Butter,659,g
291,47,Egg,6,pieces
292,47,Garlic,3,cloves
293,47,Tomato,4,pieces
294,47,Cream,159,ml
295,47,Onion,2,pieces
296,48,Potato,4,pieces
297,48,Chili Powder,1,tsp
298,48,Carrot,9,pieces
299,48,Mushroom,108,g
300,48,Tomato,4,pieces
301,48,Pasta,766,g
302,48,Chicken,299,g
303,49,Tomato,3,pieces
304,49,Carrot,3,pieces
305,49,Cheese,383,g
306,49,Chicken,57,g
307,49,Olive Oil,1,tbsp
308,49,Egg,2,pieces
309,50,Carrot,9,pieces
310,50,Cream,207,ml
311,50,Milk,328,ml
312,50,Chicken,142,g
313,50,Mushroom,754,g
314,50,Pepper,3,tsp
315,51,Cream,419,ml
316,51,Beef,116,g
317,51,Rice,55,g
318,51,Olive Oil,3,tbsp
319,51,Pepper,1,tsp
320,51,Onion,2,pieces
321,51,Tomato,2,pieces
322,52,Salt,3,tsp
323,52,Potato,3,pieces
324,52,Garlic,2,cloves
325,52,Carrot,8,pieces
326,52,Chicken,61,g
327,52,Egg,5,pieces
328,52,Mushroom,192,g
329,53,Olive Oil,4,tbsp
330,53,Cheese,764,g
331,53,Chili Powder,1,tsp
332,53,Soy Sauce,5,tbsp
333,53,Potato,7,pieces
334,53,Chicken,238,g
335,54,Egg,4,pieces
336,54,Butter,425,g
337,54,Rice,408,g
338,54,Potato,7,pieces
339,55,Pepper,3,tsp
340,55,Olive Oil,5,tbsp
341,55,Potato,7,pieces
342,55,Soy Sauce,1,tbsp
343,55,Chili Powder,3,tsp
344,55,Beef,771,g
345,56,Cheese,678,g
346,56,Soy Sauce,2,tbsp
347,56,Milk,190,ml
348,56,Olive Oil,2,tbsp
349,56,Carrot,1,pieces
350,56,Pepper,1,tsp
351,57,Garlic,3,cloves
352,57,Pepper,1,tsp
353,57,Cream,411,ml
354,57,Beef,759,g
355,57,Olive Oil,5,tbsp
356,58,Mushroom,679,g
357,58,Cream,239,ml
358,58,Rice,156,g
359,58,Garlic,2,cloves
360,59,Pasta,267,g
361,59,Carrot,3,pieces
362,59,Cheese,353,g
363,59,Mushroom,300,g
364,59,Pepper,1,tsp
365,59,Garlic,1,cloves
366,59,Onion,2,pieces
367,59,Milk,317,ml
368,60,Carrot,4,pieces
369,60,Chicken,388,g
370,60,Pasta,208,g
371,60,Tomato,8,pieces
372,60,Milk,410,ml
373,60,Potato,2,pieces
374,61,Carrot,9,pieces
375,61,Potato,6,pieces
376,61,Chicken,259,g
377,61,Soy Sauce,3,tbsp
378,61,Olive Oil,5,tbsp
379,61,Tomato,7,pieces
380,62,Soy Sauce,4,tbsp
381,62,Beef,150,g
382,62,Garlic,3,cloves
383,62,Egg,5,pieces
384,62,Milk,130,ml
385,63,Egg,6,pieces
386,63,Mushroom,129,g
387,63,Olive Oil,2,tbsp
388,63,Rice,757,g
389,63,Milk,327,ml
390,63,Chili Powder,2,tsp
391,64,Milk,212,ml
392,64,Egg,2,pieces
393,64,Pasta,595,g
394,64,Rice,390,g
395,64,Onion,10,pieces
396,64,Cheese,777,g
397,64,Mushroom,540,g
398,65,Mushroom,393,g
399,65,Potato,4,pieces
400,65,Soy Sauce,1,tbsp
401,65,Cheese,786,g
402,65,Chili Powder,3,tsp
403,66,Egg,10,pieces
404,66,Salt,3,tsp
405,66,Carrot,5,pieces
406,66,Cream,391,ml
407,66,Pasta,144,g
408,66,Tomato,4,pieces
409,66,Chicken,540,g
410,66,Milk,305,ml
411,67,Salt,1,tsp
412,67,Butter,151,g
413,67,Pasta,289,g
414,67,Carrot,6,pieces
415,67,Mushroom,682,g
416,68,Cream,147,ml
417,68,Tomato,3,pieces
418,68,Cheese,402,g
419,68,Soy Sauce,5,tbsp
420,69,Butter,597,g
421,69,Chicken,479,g
422,69,Mushroom,474,g
423,69,Pasta,177,g
424,69,Cream,408,ml
425,70,Soy Sauce,1,tbsp
426,70,Potato,4,pieces
427,70,Salt,1,tsp
428,70,Chicken,448,g
429,71,Egg,4,pieces
430,71,Carrot,2,pieces
431,71,Onion,8,pieces
432,71,Cheese,104,g
433,71,Chicken,232,g
434,72,Potato,6,pieces
435,72,Olive Oil,1,tbsp
436,72,Onion,8,pieces
437,72,Salt,2,tsp
438,72,Carrot,10,pieces
439,72,Chili Powder,3,tsp
440,72,Garlic,2,cloves
441,73,Milk,314,ml
442,73,Garlic,2,cloves
443,73,Tomato,10,pieces
444,73,Potato,8,pieces
445,73,Pepper,1,tsp
446,73,Egg,8,pieces
447,73,Salt,3,tsp
448,73,Chicken,131,g
449,74,Tomato,9,pieces
450,74,Onion,4,pieces
451,74,Garlic,2,cloves
452,74,Mushroom,442,g
453,74,Chili Powder,1,tsp
454,74,Olive Oil,3,tbsp
455,74,Milk,72,ml
456,75,Milk,458,ml
457,75,Beef,490,g
458,75,Onion,4,pieces
459,75,Egg,7,pieces
460,75,Carrot,9,pieces
461,75,Pepper,1,tsp
462,76,Cream,429,ml
463,76,Tomato,5,pieces
464,76,Potato,4,pieces
465,76,Garlic,1,cloves
466,76,Rice,277,g
467,77,Pasta,531,g
468,77,Onion,9,pieces
469,77,Butter,658,g
470,77,Tomato,3,pieces
471,77,Beef,739,g
472,77,Rice,445,g
473,77,Olive Oil,1,tbsp
474,78,Egg,7,pieces
475,78,Garlic,1,cloves
476,78,Tomato,9,pieces
477,78,Pasta,379,g
478,79,Butter,481,g
479,79,Garlic,3,cloves
480,79,Carrot,5,pieces
481,79,Potato,4,pieces
482,79,Beef,435,g
483,79,Rice,126,g
484,79,Olive Oil,4,tbsp
485,79,Chicken,564,g
486,80,Potato,10,pieces
487,80,Soy Sauce,3,tbsp
488,80,Chili Powder,2,tsp
489,80,Rice,247,g
490,80,Tomato,4,pieces
491,80,Egg,5,pieces
492,81,Mushroom,56,g
493,81,Cheese,601,g
494,81,Soy Sauce,2,tbsp
495,81,Egg,3,pieces
496,81,Salt,2,tsp
497,81,Pasta,115,g
498,81,Pepper,3,tsp
499,81,Chicken,372,g
500,82,Garlic,2,cloves
501,82,Milk,340,ml
502,82,Cheese,670,g
503,82,Pasta,149,g
504,82,Carrot,9,pieces
505,83,Olive Oil,4,tbsp
506,83,Chili Powder,2,tsp
507,83,Butter,520,g
508,83,Rice,214,g
509,83,Cheese,406,g
510,84,Cheese,375,g
511,84,Olive Oil,2,tbsp
512,84,Beef,61,g
513,84,Butter,286,g
514,84,Carrot,2,pieces
515,84,Onion,6,pieces
516,85,Pasta,116,g
517,85,Soy Sauce,2,tbsp
518,85,Chicken,452,g
519,85,Milk,391,ml
520,85,Butter,786,g
521,86,Salt,1,tsp
522,86,Pepper,2,tsp
523,86,Garlic,2,cloves
524,86,Milk,116,ml
525,87,Milk,116,ml
526,87,Carrot,5,pieces
527,87,Soy Sauce,3,tbsp
528,87,Tomato,4,pieces
529,87,Potato,10,pieces
530,87,Onion,10,pieces
531,87,Rice,149,g
532,87,Pasta,317,g
533,88,Beef,788,g
534,88,Cream,76,ml
535,88,Pepper,1,tsp
536,88,Garlic,1,cloves
537,89,Salt,3,tsp
538,89,Olive Oil,5,tbsp
539,89,Mushroom,123,g
540,89,Cream,271,ml
541,90,Carrot,10,pieces
542,90,Rice,241,g
543,90,Beef,592,g
544,90,Potato,3,pieces
545,91,Olive Oil,3,tbsp
546,91,Potato,1,pieces
547,91,Egg,7,pieces
548,91,Chili Powder,2,tsp
549,91,Butter,506,g
550,91,Mushroom,62,g
551,91,Soy Sauce,4,tbsp
552,91,Tomato,9,pieces
553,92,Rice,58,g
554,92,Cream,69,ml
555,92,Cheese,259,g
556,92,Mushroom,241,g
557,92,Egg,6,pieces
558,92,Butter,507,g
559,93,Potato,4,pieces
560,93,Tomato,2,pieces
561,93,Pepper,3,tsp
562,93,Chicken,101,g
563,94,Chili Powder,2,tsp
564,94,Soy Sauce,4,tbsp
565,94,Rice,203,g
566,94,Cream,485,ml
567,94,Garlic,3,cloves
568,94,Carrot,1,pieces
569,94,Cheese,695,g
570,95,Carrot,4,pieces
571,95,Pepper,3,tsp
572,95,Onion,7,pieces
573,95,Tomato,7,pieces
574,95,Egg,8,pieces
575,95,Beef,145,g
576,95,Olive Oil,3,tbsp
577,96,Onion,4,pieces
578,96,Salt,3,tsp
579,96,Olive Oil,1,tbsp
580,96,Beef,166,g
581,96,Cheese,353,g
582,97,Tomato,3,pieces
583,97,Cream,91,ml
584,97,Mushroom,440,g
585,97,Olive Oil,2,tbsp
586,97,Garlic,1,cloves
587,97,Pepper,3,tsp
588,98,Pepper,2,tsp
589,98,Soy Sauce,4,tbsp
590,98,Rice,585,g
591,98,Olive Oil,5,tbsp
592,98,Egg,7,pieces
593,98,Cheese,789,g
594,99,Mushroom,141,g
595,99,Beef,149,g
596,99,Onion,8,pieces
597,99,Olive Oil,2,tbsp
598,99,Chili Powder,2,tsp
599,100,Salt,3,tsp
600,100,Rice,277,g
601,100,Onion,3,pieces
602,100,Beef,434,g
603,100,Olive Oil,1,tbsp
604,100,Egg,9,pieces
605,100,Mushroom,245,g
606,101,Butter,523,g
607,101,Milk,294,ml
608,101,Cheese,735,g
609,101,Egg,1,pieces
610,101,Salt,2,tsp
611,102,Tomato,10,pieces
612,102,Cream,414,ml
613,102,Olive Oil,2,tbsp
614,102,Carrot,10,pieces
615,102,Beef,175,g
616,103,Soy Sauce,3,tbsp
617,103,Chicken,577,g
618,103,Butter,112,g
619,103,Beef,342,g
620,104,Rice,384,g
621,104,Carrot,10,pieces
622,104,Milk,356,ml
623,104,Salt,1,tsp
624,104,Chili Powder,1,tsp
625,104,Olive Oil,4,tbsp
626,104,Butter,402,g
627,104,Tomato,5,pieces
628,105,Butter,738,g
629,105,Mushroom,784,g
630,105,Beef,387,g
631,105,Cream,300,ml
632,105,Salt,1,tsp
633,105,Rice,692,g
634,105,Tomato,9,pieces
635,106,Potato,3,pieces
636,106,Salt,3,tsp
637,106,Carrot,10,pieces
638,106,Cheese,126,g
639,107,Olive Oil,5,tbsp
640,107,Chili Powder,3,tsp
641,107,Butter,207,g
642,107,Pepper,3,tsp
643,107,Chicken,136,g
644,107,Beef,418,g
645,107,Cream,315,ml
646,108,Carrot,6,pieces
647,108,Rice,571,g
648,108,Pepper,2,tsp
649,108,Garlic,3,cloves
650,108,Milk,213,ml
651,108,Olive Oil,3,tbsp
652,108,Egg,2,pieces
653,108,Cheese,534,g
654,109,Onion,9,pieces
655,109,Chili Powder,1,tsp
656,109,Olive Oil,2,tbsp
657,109,Egg,3,pieces
658,109,Rice,423,g
659,109,Garlic,1,cloves
660,109,Beef,67,g
661,109,Cheese,521,g
662,110,Chili Powder,1,tsp
663,110,Pepper,1,tsp
664,110,Pasta,727,g
665,110,Garlic,2,cloves
666,110,Rice,294,g
667,110,Mushroom,718,g
668,111,Cream,163,ml
669,111,Onion,9,pieces
670,111,Chili Powder,3,tsp
671,111,Tomato,4,pieces
672,111,Chicken,205,g
673,112,Butter,179,g
674,112,Cheese,516,g
675,112,Rice,603,g
676,112,Tomato,4,pieces
677,113,Egg,8,pieces
678,113,Soy Sauce,3,tbsp
679,113,Potato,1,pieces
680,113,Chili Powder,3,tsp
681,113,Tomato,4,pieces
682,113,Cheese,196,g
683,114,Chili Powder,2,tsp
684,114,Tomato,3,pieces
685,114,Salt,1,tsp
686,114,Garlic,3,cloves
687,114,Cream,344,ml
688,114,Potato,7,pieces
689,115,Chili Powder,1,tsp
690,115,Butter,647,g
691,115,Rice,252,g
692,115,Garlic,3,cloves
693,115,Tomato,7,pieces
694,115,Mushroom,195,g
695,115,Salt,2,tsp
696,115,Pasta,74,g
697,116,Chicken,650,g
698,116,Pasta,215,g
699,116,Rice,295,g
700,116,Cheese,462,g
701,116,Soy Sauce,5,tbsp
702,116,Onion,10,pieces
703,117,Egg,8,pieces
704,117,Potato,6,pieces
705,117,Butter,677,g
706,117,Pasta,319,g
707,118,Chili Powder,2,tsp
708,118,Mushroom,344,g
709,118,Beef,215,g
710,118,Pasta,619,g
711,118,Garlic,2,cloves
712,118,Olive Oil,4,tbsp
713,118,Tomato,1,pieces
714,119,Chicken,216,g
715,119,Onion,10,pieces
716,119,Mushroom,386,g
717,119,Milk,340,ml
718,120,Garlic,1,cloves
719,120,Soy Sauce,5,tbsp
720,120,Carrot,8,pieces
721,120,Cheese,589,g
722,120,Chili Powder,2,tsp
723,120,Potato,6,pieces
724,120,Salt,1,tsp
725,121,Tomato,6,pieces
726,121,Beef,427,g
727,121,Onion,10,pieces
728,121,Chili Powder,3,tsp
729,121,Mushroom,341,g
730,121,Salt,3,tsp
731,122,Tomato,8,pieces
732,122,Butter,537,g
733,122,Carrot,9,pieces
734,122,Potato,6,pieces
735,123,Rice,695,g
736,123,Soy Sauce,4,tbsp
737,123,Mushroom,465,g
738,123,Cream,285,ml
739,123,Beef,199,g
740,123,Chili Powder,1,tsp
741,124,Garlic,3,cloves
742,124,Cream,280,ml
743,124,Onion,3,pieces
744,124,Beef,318,g
745,124,Cheese,758,g
746,124,Tomato,5,pieces
747,124,Butter,632,g
748,124,Pasta,291,g
749,125,Chili Powder,2,tsp
750,125,Tomato,3,pieces
751,125,Pepper,1,tsp
752,125,Cream,240,ml
753,125,Salt,3,tsp
754,125,Egg,6,pieces
755,126,Milk,169,ml
756,126,Egg,8,pieces
757,126,Chicken,164,g
758,126,Olive Oil,4,tbsp
759,126,Potato,7,pieces
760,126,Beef,416,g
761,126,Tomato,10,pieces
762,127,Carrot,2,pieces
763,127,Chicken,460,g
764,127,Onion,9,pieces
765,127,Potato,10,pieces
766,127,Pasta,729,g
767,127,Pepper,3,tsp
768,128,Mushroom,213,g
769,128,Butter,504,g
770,128,Soy Sauce,1,tbsp
771,128,Garlic,1,cloves
772,128,Chicken,566,g
773,128,Pepper,1,tsp
774,128,Cheese,597,g
775,129,Milk,150,ml
776,129,Onion,3,pieces
777,129,Cheese,734,g
778,129,Potato,5,pieces
779,129,Cream,138,ml
780,130,Beef,657,g
781,130,Cream,423,ml
782,130,Carrot,1,pieces
783,130,Chili Powder,1,tsp
784,130,Garlic,2,cloves
785,130,Rice,502,g
786,130,Olive Oil,4,tbsp
787,130,Pasta,423,g
788,131,Milk,394,ml
789,131,Pepper,1,tsp
790,131,Carrot,2,pieces
791,131,Potato,5,pieces
792,131,Tomato,1,pieces
793,131,Mushroom,188,g
794,131,Pasta,653,g
795,131,Chicken,678,g
796,132,Pepper,1,tsp
797,132,Olive Oil,4,tbsp
798,132,Chicken,261,g
799,132,Milk,441,ml
800,132,Butter,173,g
801,132,Cream,439,ml
802,132,Onion,8,pieces
803,132,Carrot,8,pieces
804,133,Pepper,2,tsp
805,133,Soy Sauce,2,tbsp
806,133,Cheese,599,g
807,133,Chicken,604,g
808,133,Potato,6,pieces
809,133,Rice,573,g
810,133,Butter,272,g
811,134,Pepper,3,tsp
812,134,Butter,751,g
813,134,Pasta,191,g
814,134,Tomato,2,pieces
815,134,Salt,2,tsp
816,134,Carrot,1,pieces
817,134,Soy Sauce,4,tbsp
818,134,Chili Powder,3,tsp
819,135,Chicken,440,g
820,135,Carrot,5,pieces
821,135,Onion,10,pieces
822,135,Pepper,3,tsp
823,135,Egg,8,pieces
824,135,Potato,9,pieces
825,136,Salt,3,tsp
826,136,Pasta,639,g
827,136,Beef,79,g
828,136,Garlic,3,cloves
829,136,Pepper,3,tsp
830,137,Chili Powder,2,tsp
831,137,Garlic,1,cloves
832,137,Cheese,778,g
833,137,Soy Sauce,1,tbsp
834,137,Beef,452,g
835,137,Pepper,3,tsp
836,137,Milk,103,ml
837,138,Pasta,664,g
838,138,Pepper,3,tsp
839,138,Butter,374,g
840,138,Garlic,1,cloves
841,138,Onion,10,pieces
842,138,Salt,1,tsp
843,138,Rice,133,g
844,138,Olive Oil,2,tbsp
845,139,Soy Sauce,2,tbsp
846,139,Potato,6,pieces
847,139,Chicken,235,g
848,139,Beef,470,g
849,139,Chili Powder,3,tsp
850,139,Rice,581,g
851,139,Cheese,462,g
852,139,Pasta,703,g
853,140,Tomato,6,pieces
854,140,Beef,762,g
855,140,Egg,8,pieces
856,140,Chicken,752,g
857,141,Salt,1,tsp
858,141,Rice,173,g
859,141,Olive Oil,5,tbsp
860,141,Potato,3,pieces
861,141,Butter,700,g
862,141,Cheese,152,g
863,142,Cheese,515,g
864,142,Milk,368,ml
865,142,Onion,5,pieces
866,142,Soy Sauce,2,tbsp
867,143,Carrot,6,pieces
868,143,Garlic,3,cloves
869,143,Tomato,3,pieces
870,143,Pasta,780,g
871,143,Salt,3,tsp
872,143,Onion,7,pieces
873,144,Rice,490,g
874,144,Potato,9,pieces
875,144,Beef,59,g
876,144,Salt,2,tsp
877,144,Chicken,486,g
878,144,Cheese,143,g
879,144,Mushroom,785,g
880,144,Pasta,422,g
881,145,Potato,5,pieces
882,145,Beef,330,g
883,145,Cheese,388,g
884,145,Salt,1,tsp
885,145,Pasta,94,g
886,145,Mushroom,223,g
887,145,Butter,524,g
888,146,Soy Sauce,5,tbsp
889,146,Chili Powder,1,tsp
890,146,Butter,553,g
891,146,Garlic,2,cloves
892,146,Onion,5,pieces
893,146,Carrot,7,pieces
894,146,Egg,3,pieces
895,147,Onion,7,pieces
896,147,Mushroom,575,g
897,147,Tomato,4,pieces
898,147,Potato,8,pieces
899,147,Cream,182,ml
900,147,Carrot,2,pieces
901,147,Beef,723,g
902,147,Olive Oil,4,tbsp
903,148,Tomato,5,pieces
904,148,Milk,198,ml
905,148,Garlic,3,cloves
906,148,Cream,182,ml
907,148,Pasta,259,g
908,149,Milk,356,ml
909,149,Cheese,385,g
910,149,Cream,405,ml
911,149,Egg,8,pieces
912,149,Salt,1,tsp
913,149,Rice,579,g
914,149,Soy Sauce,4,tbsp
915,150,Salt,2,tsp
916,150,Tomato,10,pieces
917,150,Carrot,1,pieces
918,150,Cheese,648,g
919,150,Pepper,2,tsp
920,150,Rice,233,g
921,150,Soy Sauce,3,tbsp
922,150,Cream,489,ml
923,151,Beef,75,g
924,151,Garlic,1,cloves
925,151,Rice,179,g
926,151,Carrot,1,pieces
927,151,Cheese,460,g
928,152,Beef,368,g
929,152,Cheese,345,g
930,152,Cream,406,ml
931,152,Rice,676,g
932,152,Tomato,9,pieces
933,152,Onion,5,pieces
934,152,Garlic,1,cloves
935,152,Olive Oil,5,tbsp
936,153,Salt,3,tsp
937,153,Chili Powder,1,tsp
938,153,Butter,429,g
939,153,Carrot,5,pieces
940,153,Cheese,473,g
941,153,Chicken,85,g
942,153,Cream,93,ml
943,154,Rice,401,g
944,154,Garlic,3,cloves
945,154,Onion,3,pieces
946,154,Chili Powder,2,tsp
947,154,Chicken,607,g
948,154,Cream,73,ml
949,154,Cheese,117,g
950,154,Potato,3,pieces
951,155,Milk,130,ml
952,155,Potato,1,pieces
953,155,Beef,158,g
954,155,Cheese,70,g
955,155,Butter,295,g
956,156,Mushroom,673,g
957,156,Pasta,439,g
958,156,Potato,8,pieces
959,156,Egg,8,pieces
960,156,Onion,2,pieces
961,156,Pepper,3,tsp
962,156,Salt,3,tsp
963,157,Chicken,528,g
964,157,Olive Oil,2,tbsp
965,157,Pepper,1,tsp
966,157,Chili Powder,3,tsp
967,157,Potato,2,pieces
968,158,Cheese,702,g
969,158,Pasta,706,g
970,158,Beef,727,g
971,158,Carrot,6,pieces
972,158,Pepper,3,tsp
973,158,Tomato,10,pieces
974,159,Chicken,106,g
975,159,Salt,3,tsp
976,159,Cream,366,ml
977,159,Garlic,3,cloves
978,159,Chili Powder,1,tsp
